"學年度","學校代號","學校名稱","國別代碼","國別名稱","教授男","教授女","副教授男","副教授女","助理教授男","助理教授女","講師男","講師女"
111,1041,明志科技大學,019,馬來西亞,0,0,0,0,1,0,0,0
111,1041,明志科技大學,033,越南,0,0,0,0,2,0,0,0
111,1041,明志科技大學,425,美國,0,0,0,0,0,0,1,0
111,1042,高苑科技大學,013,日本,0,0,0,0,0,0,2,0
111,1043,大仁科技大學,013,日本,0,0,0,0,1,0,0,1
111,1044,聖約翰科技大學,330,英國,0,0,1,0,0,0,0,0
111,1045,嶺東科技大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1045,嶺東科技大學,310,法國,0,0,0,0,1,0,0,0
111,1045,嶺東科技大學,425,美國,0,0,0,0,2,0,1,0
111,1046,中國科技大學,425,美國,0,0,0,0,0,1,0,0
111,1047,中臺科技大學,013,日本,0,0,0,0,0,0,0,1
111,1047,中臺科技大學,403,加拿大,0,0,0,0,1,0,0,0
111,1048,亞洲大學,008,印度,1,0,0,0,1,1,0,0
111,1048,亞洲大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1048,亞洲大學,027,新加坡,1,0,0,0,0,0,0,0
111,1048,亞洲大學,033,越南,0,0,0,0,2,0,0,0
111,1048,亞洲大學,101,澳大利亞,0,0,0,0,0,1,0,0
111,1048,亞洲大學,215,衣索比亞,0,0,0,0,1,0,0,0
111,1048,亞洲大學,330,英國,0,0,0,0,0,0,1,0
111,1048,亞洲大學,332,德國,1,0,0,0,1,0,0,0
111,1048,亞洲大學,403,加拿大,0,1,0,0,0,0,1,0
111,1048,亞洲大學,425,美國,1,0,0,0,0,1,2,0
111,1049,開南大學,013,日本,0,0,1,0,0,0,1,1
111,1049,開南大學,425,美國,0,0,0,0,0,0,1,0
111,1050,佛光大學,015,南韓,0,0,0,1,0,0,0,0
111,1050,佛光大學,019,馬來西亞,0,1,0,0,0,0,0,0
111,1050,佛光大學,332,德國,0,0,0,0,0,0,1,0
111,1050,佛光大學,425,美國,1,0,0,0,0,0,0,0
111,1051,台南應用科技大學,013,日本,0,0,2,0,3,3,0,0
111,1051,台南應用科技大學,015,南韓,0,0,0,0,4,3,0,0
111,1051,台南應用科技大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1051,台南應用科技大學,310,法國,0,0,1,0,0,0,0,0
111,1051,台南應用科技大學,321,荷蘭,0,0,0,0,0,0,1,0
111,1051,台南應用科技大學,425,美國,0,0,1,0,0,0,0,0
111,1053,元培醫事科技大學,425,美國,0,0,0,0,0,0,1,0
111,1054,景文科技大學,013,日本,0,0,0,0,1,0,1,0
111,1054,景文科技大學,330,英國,0,0,0,0,0,0,1,0
111,1054,景文科技大學,425,美國,0,0,0,0,0,0,1,0
111,1056,東南科技大學,425,美國,0,0,0,0,1,0,0,0
111,1057,德明財經科技大學,330,英國,0,0,0,0,0,0,1,0
111,1057,德明財經科技大學,350,烏克蘭,0,0,0,0,0,0,0,1
111,1058,明道大學,015,南韓,1,0,0,0,0,0,0,0
111,1062,僑光科技大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1062,僑光科技大學,303,奧地利,0,0,1,0,0,0,0,0
111,1062,僑光科技大學,403,加拿大,0,0,1,0,0,0,0,0
111,1062,僑光科技大學,425,美國,0,0,0,0,0,0,0,1
111,1063,育達科技大學,013,日本,0,0,0,0,0,1,0,0
111,1065,吳鳳科技大學,033,越南,0,0,0,0,1,0,0,0
111,1066,環球科技大學,009,印尼,0,0,0,0,1,0,0,0
111,1069,修平科技大學,013,日本,0,0,0,0,0,0,1,0
111,1069,修平科技大學,015,南韓,0,0,1,0,0,0,0,0
111,1069,修平科技大學,330,英國,0,0,0,0,0,0,1,0
111,1070,長庚科技大學,425,美國,0,0,0,0,0,0,1,0
111,1071,臺北城市科技大學,013,日本,0,0,0,0,0,0,1,1
111,1071,臺北城市科技大學,313,匈牙利,0,0,0,0,0,1,0,0
111,1073,醒吾科技大學,015,南韓,0,0,0,0,0,0,0,2
111,1073,醒吾科技大學,323,波蘭,0,0,0,0,0,1,0,0
111,1075,文藻外語大學,009,印尼,0,0,0,0,0,1,0,0
111,1075,文藻外語大學,010,伊朗,0,0,0,0,1,0,0,0
111,1075,文藻外語大學,013,日本,0,0,2,0,3,1,0,0
111,1075,文藻外語大學,015,南韓,0,0,0,0,0,0,0,1
111,1075,文藻外語大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1075,文藻外語大學,027,新加坡,1,0,0,0,0,0,0,0
111,1075,文藻外語大學,030,泰國,0,0,0,0,0,1,0,0
111,1075,文藻外語大學,033,越南,0,0,0,0,1,0,0,0
111,1075,文藻外語大學,303,奧地利,0,0,1,0,0,0,0,0
111,1075,文藻外語大學,310,法國,0,0,1,0,2,0,0,0
111,1075,文藻外語大學,327,西班牙,1,0,0,1,0,0,0,1
111,1075,文藻外語大學,329,瑞士,1,0,0,0,0,0,0,0
111,1075,文藻外語大學,330,英國,1,0,0,0,0,0,1,0
111,1075,文藻外語大學,332,德國,0,0,1,0,2,0,0,0
111,1075,文藻外語大學,425,美國,0,0,0,0,2,0,3,0
111,1077,慈濟科技大學,013,日本,0,0,0,0,1,0,0,0
111,1077,慈濟科技大學,330,英國,0,0,0,0,1,0,0,0
111,1077,慈濟科技大學,403,加拿大,0,0,1,0,0,0,0,0
111,1077,慈濟科技大學,425,美國,0,0,0,0,0,0,1,0
111,1078,致理科技大學,013,日本,0,0,0,0,0,3,1,0
111,1078,致理科技大學,033,越南,0,0,0,0,0,1,0,0
111,1078,致理科技大學,241,南非,0,0,0,0,0,0,1,0
111,1078,致理科技大學,330,英國,0,0,0,0,0,1,0,0
111,1078,致理科技大學,425,美國,0,0,0,0,1,0,4,0
111,1079,康寧大學,403,加拿大,0,0,0,0,0,0,1,0
111,1080,宏國德霖科技大學,330,英國,0,0,0,0,0,0,1,0
111,1081,東方設計大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1083,台北海洋科技大學,019,馬來西亞,0,0,0,0,0,1,0,0
111,1084,亞東科技大學,019,馬來西亞,0,0,1,0,0,0,0,0
111,1125,中信金融管理學院,013,日本,0,0,0,0,0,0,1,0
111,1125,中信金融管理學院,015,南韓,1,0,0,0,0,0,0,0
111,1125,中信金融管理學院,024,菲律賓,0,0,0,0,0,0,1,0
111,1125,中信金融管理學院,241,南非,0,0,0,0,0,1,0,0
111,1125,中信金融管理學院,310,法國,0,0,0,0,0,0,1,0
111,1125,中信金融管理學院,334,克羅埃西亞,0,0,0,0,1,0,0,0
111,1125,中信金融管理學院,403,加拿大,1,0,0,0,0,0,2,0
111,1125,中信金融管理學院,425,美國,0,0,0,0,1,0,2,0
111,1195,馬偕醫學院,315,愛爾蘭,0,0,0,0,1,0,0,0
111,1284,樹人醫護管理專科學校,013,日本,0,0,0,0,0,0,2,0
111,3002,臺北市立大學,015,南韓,0,0,0,0,1,0,0,0
111,3002,臺北市立大學,403,加拿大,0,0,0,0,0,0,1,0
111,3002,臺北市立大學,425,美國,0,0,0,0,1,0,1,0
